---
---
---
---
  38
False
2.477465
2.477465
2.477465
---
1.000000
1.000000
1.045360
1.000000
1.000000
Blade properties
---
---
0.00000	0.50000	13.27830	1227.74983	24621841165.90878	21865980975.35239	11463644152.96599	18374359813.55737	0.75393	972.86000	973.04000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.02703	0.50000	13.27830	1247.15183	25784135044.98294	22890612378.82652	11998778916.23312	18664727820.13873	0.75384	972.86000	973.04000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.05405	0.50000	13.27830	1264.40387	27285702625.02977	23736990829.08353	12543672197.76204	18922919886.63669	0.74809	1091.52000	1066.38000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.08108	0.50000	13.27830	1270.62017	27685850631.86127	24082600527.57328	12725786233.46936	19015952193.70703	0.74806	966.09000	1047.36000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.10811	0.50000	13.27830	1277.26442	28114979133.94287	24453126960.66382	12920895605.06005	19115389369.04150	0.74803	873.81000	1099.75000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.13514	0.50000	13.27830	1283.50762	28521594159.50084	24804220659.68018	13105726931.81822	19208824277.59240	0.74800	648.55000	873.02000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.16216	0.50000	13.27830	1250.52784	28370319822.36469	24091009084.05819	12807840088.69335	18714794507.82838	0.74111	456.76000	641.49000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.18919	0.50000	13.27830	1154.73556	26592051432.01249	19080756857.91555	10307502049.91246	16172098787.66144	0.68823	400.53000	593.73000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.21622	0.49800	13.27830	1039.95194	23636465275.99390	18531707956.95573	10144158742.01196	14231418909.43748	0.71696	351.61000	547.18000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.24324	0.49700	13.27830	1043.70136	24290809083.98285	18770076607.11621	10262062224.33152	14422433171.60855	0.71239	316.12000	490.84000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.27027	0.46500	13.27830	900.91493	25236004914.21523	17632950933.77924	8263043217.95109	14698254513.93440	0.67923	303.60000	503.86000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.29730	0.44700	13.27830	787.31178	19525312983.60155	15349905588.94414	5824503576.89070	14060600160.73042	0.71781	289.24000	544.70000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.32432	0.43000	13.27830	533.10823	11307081422.25068	10060476098.99501	2716088574.10757	10375836653.24350	0.75446	246.57000	569.90000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.35135	0.41100	13.27830	346.16744	6230686740.27758	4922786990.21219	620630757.80042	8448913500.43454	0.71936	215.91000	601.28000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.37838	0.40000	13.27830	339.67822	4916899446.55862	5093678898.06834	480776874.76257	8199512184.10428	0.79407	187.11000	546.56000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.40541	0.40000	12.93424	334.41919	4265525314.27792	5030592035.25853	403753801.11925	8416538365.75127	0.82335	160.84000	468.71000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.43243	0.40000	12.48352	329.88460	3871839696.31185	4943281932.97307	354866744.10736	8678200031.03576	0.83937	148.56000	453.76000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.45946	0.40000	11.48079	320.33606	3378190426.04143	4766717422.98832	292441122.89951	8885345751.41363	0.85771	140.30000	436.22000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.48649	0.40000	10.95553	315.05199	3212875609.71462	4643045893.77618	269915967.77872	8982014160.04341	0.86180	124.61000	398.18000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.51351	0.40000	10.21416	306.21017	2961706001.40798	4420485649.27986	238604209.12984	9073734986.39520	0.86716	109.42000	362.08000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.54054	0.40000	9.50473	295.93856	2675499035.44279	4160200350.62861	209201411.47010	9101574941.32909	0.87369	94.36000	335.01000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.56757	0.40000	8.79807	287.45252	2116054876.12653	4005107213.03895	181853637.43155	9172454478.41403	0.90120	80.24000	308.57000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.59459	0.40000	8.12522	271.67840	1740255170.82126	3528717289.00738	148152717.78585	8980477425.66072	0.90949	62.67000	263.87000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
