---
---
---
---
  38
False
2.477465
2.477465
2.477465
---
1.000000
1.000000
1.045360
1.000000
1.000000
Blade properties
---
---
0.62162	0.40000	6.81384	244.79532	1447886790.16680	2777128039.42754	116342729.84339	8484080026.87129	0.90285	49.42000	237.06000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.64865	0.40000	6.42069	233.73641	1222738510.24372	2524714033.21117	96909866.59559	8243089495.91455	0.91157	37.34000	196.41000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.67568	0.40000	5.58415	208.65613	797955996.24509	2016956905.34623	63723858.80636	7637914283.13739	0.93213	29.14000	180.34000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.70270	0.40000	4.96394	192.18945	669597798.31273	1701457427.75505	51558274.43351	7150139032.24681	0.93261	22.16000	162.43000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.72973	0.40000	4.44088	178.25364	589623498.57950	1454991692.10055	44582374.48169	6698537448.24274	0.92992	17.33000	134.83000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.75676	0.40000	4.38489	188.08807	509698908.65039	1601871321.02898	51395849.49256	7038702007.09490	0.94967	13.30000	116.30000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.78378	0.40000	4.35829	186.79976	460655901.71737	1591947451.15349	46980098.69997	7036669511.80056	0.95610	9.96000	97.98000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.81081	0.40000	4.33140	185.27353	430399761.79016	1546809501.02509	43820132.42507	7027938190.98744	0.95856	7.30000	98.93000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.83784	0.40000	3.86273	173.66335	361972199.85303	1372396280.56250	38843524.43199	6493212408.15653	0.96176	6.22000	85.78000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.86486	0.40000	3.38639	156.78196	301900998.54715	1116727067.81970	32255282.56552	5861773570.76089	0.96031	5.19000	69.96000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.89189	0.40000	1.57773	91.48508	103609379.95306	393511646.08872	11155754.28538	3190235933.87279	0.96186	4.36000	61.41000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.91892	0.40000	0.95341	69.80780	53785379.89124	231828268.98910	6221433.11370	2145052803.83048	0.96872	3.36000	45.44000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.94595	0.40000	0.50499	53.92693	26739146.69108	141366026.44098	3558248.57617	1381742710.73398	0.97799	2.75000	39.57000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.97297	0.40000	0.09952	48.26953	11651666.36818	141586824.70734	4553540.15199	978972531.64237	0.99999	2.21000	34.09000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
1.00000	0.40000	-0.08781	31.20908	7260240.32685	104983457.28642	3020202.77304	746963780.64705	0.99999	1.93000	30.12000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
Blade Mode Shapes
0.0622
1.7254
-3.2452
4.7131
-2.2555
-0.5809
1.2067
-15.5349
29.7347
-13.8255
0.3627
2.5337
-3.5772
2.3760
-0.6952
