10.000	 2.857E+01	-1.929E-02	 1.056E-01	 3.153E+00	-1.048E+00	 6.365E+01	 5.089E+01	 0.000E+00	 1.390E-01	 5.339E-02	-4.662E-03	 4.411E-02	-6.468E-02	 1.425E-04	 1.590E+00	 2.504E+00	 2.242E+01	-2.187E+00	 3.061E+00	 2.875E+01	 4.236E+01	-2.006E+01	-2.006E+01
  10.020	 2.865E+01	-1.860E-02	 1.084E-01	 3.096E+00	-8.575E-01	 6.316E+01	 5.743E+01	 0.000E+00	 1.389E-01	 4.827E-02	-5.894E-03	 4.413E-02	-5.874E-02	 1.150E-03	 1.702E+00	 2.579E+00	 2.209E+01	-1.702E+00	 3.052E+00	 2.992E+01	 4.239E+01	-1.882E+01	-1.882E+01
  10.040	 2.860E+01	-1.800E-02	 1.121E-01	 3.104E+00	-9.362E-01	 6.328E+01	 6.396E+01	 0.000E+00	 1.388E-01	 4.907E-02	-7.060E-03	 4.416E-02	-5.745E-02	 2.105E-03	 1.852E+00	 2.662E+00	 2.179E+01	-1.219E+00	 3.044E+00	 3.081E+01	 4.244E+01	-1.760E+01	-1.760E+01
  10.060	 2.840E+01	-1.752E-02	 1.165E-01	 3.114E+00	-1.057E+00	 6.405E+01	 7.050E+01	 0.000E+00	 1.386E-01	 4.753E-02	-8.191E-03	 4.421E-02	-5.920E-02	 3.112E-03	 2.067E+00	 2.732E+00	 2.154E+01	-7.446E-01	 3.042E+00	 3.148E+01	 4.250E+01	-1.633E+01	-1.633E+01
  10.080	 2.849E+01	-1.717E-02	 1.216E-01	 3.065E+00	-7.490E-01	 6.343E+01	 7.703E+01	 0.000E+00	 1.384E-01	 5.016E-02	-9.375E-03	 4.428E-02	-5.708E-02	 4.096E-03	 2.269E+00	 2.759E+00	 2.122E+01	-2.807E-01	 3.047E+00	 3.197E+01	 4.258E+01	-1.541E+01	-1.541E+01
  10.100	 2.849E+01	-1.697E-02	 1.273E-01	 3.097E+00	-7.844E-01	 6.335E+01	 8.356E+01	 0.000E+00	 1.382E-01	 3.288E-02	-1.060E-02	 4.437E-02	-5.024E-02	 4.812E-03	 2.494E+00	 2.787E+00	 2.085E+01	 1.411E-01	 3.053E+00	 3.213E+01	 4.263E+01	-1.480E+01	-1.480E+01
  10.120	 2.846E+01	-1.689E-02	 1.334E-01	 3.122E+00	-8.061E-01	 6.375E+01	 9.010E+01	 0.000E+00	 1.380E-01	 2.183E-02	-1.113E-02	 4.447E-02	-1.534E-03	 5.361E-03	 2.746E+00	 2.789E+00	 2.055E+01	 5.304E-01	 3.051E+00	 3.204E+01	 4.264E+01	-1.455E+01	-1.455E+01
  10.140	 2.844E+01	-1.692E-02	 1.396E-01	 3.132E+00	-7.616E-01	 6.331E+01	 9.663E+01	 0.000E+00	 1.378E-01	 1.850E-02	-1.071E-02	 4.459E-02	 5.034E-02	 5.865E-03	 2.992E+00	 2.761E+00	 2.031E+01	 8.834E-01	 3.037E+00	 3.167E+01	 4.267E+01	-1.464E+01	-1.464E+01
  10.160	 2.843E+01	-1.699E-02	 1.458E-01	 3.084E+00	-3.968E-01	 6.273E+01	 1.032E+02	 0.000E+00	 1.376E-01	 3.431E-02	-9.542E-03	 4.471E-02	 6.217E-02	 6.374E-03	 3.230E+00	 2.686E+00	 1.999E+01	 1.224E+00	 3.003E+00	 3.102E+01	 4.269E+01	-1.542E+01	-1.542E+01
  10.180	 2.838E+01	-1.706E-02	 1.515E-01	 3.097E+00	-5.630E-01	 6.293E+01	 1.097E+02	 0.000E+00	 1.374E-01	 3.215E-02	-8.336E-03	 4.484E-02	 5.048E-02	 6.994E-03	 3.457E+00	 2.608E+00	 1.974E+01	 1.512E+00	 2.969E+00	 3.010E+01	 4.270E+01	-1.631E+01	-1.631E+01
  10.200	 2.840E+01	-1.714E-02	 1.567E-01	 3.118E+00	-7.791E-01	 6.314E+01	 1.162E+02	 0.000E+00	 1.373E-01	 1.920E-02	-7.608E-03	 4.499E-02	 2.156E-02	 7.602E-03	 3.664E+00	 2.513E+00	 1.947E+01	 1.759E+00	 2.934E+00	 2.896E+01	 4.269E+01	-1.749E+01	-1.749E+01
  10.220	 2.840E+01	-1.724E-02	 1.612E-01	 3.092E+00	-5.059E-01	 6.284E+01	 1.228E+02	 0.000E+00	 1.371E-01	 1.648E-02	-7.291E-03	 4.514E-02	 1.592E-02	 7.962E-03	 3.849E+00	 2.388E+00	 1.912E+01	 1.981E+00	 2.894E+00	 2.760E+01	 4.266E+01	-1.899E+01	-1.899E+01
  10.240	 2.846E+01	-1.737E-02	 1.648E-01	 3.120E+00	-6.587E-01	 6.291E+01	 1.293E+02	 0.000E+00	 1.370E-01	-7.680E-03	-7.061E-03	 4.530E-02	 2.420E-02	 7.858E-03	 4.009E+00	 2.258E+00	 1.890E+01	 2.124E+00	 2.861E+00	 2.601E+01	 4.260E+01	-2.019E+01	-2.020E+01
  10.260	 2.853E+01	-1.751E-02	 1.676E-01	 3.140E+00	-8.266E-01	 6.328E+01	 1.358E+02	 0.000E+00	 1.368E-01	-1.620E-02	-6.310E-03	 4.546E-02	 5.158E-02	 7.614E-03	 4.142E+00	 2.111E+00	 1.876E+01	 2.220E+00	 2.830E+00	 2.423E+01	 4.254E+01	-2.121E+01	-2.122E+01
  10.280	 2.863E+01	-1.768E-02	 1.694E-01	 3.156E+00	-9.706E-01	 6.328E+01	 1.424E+02	 0.000E+00	 1.367E-01	-1.620E-02	-4.967E-03	 4.561E-02	 4.840E-02	 7.453E-03	 4.246E+00	 1.944E+00	 1.873E+01	 2.263E+00	 2.808E+00	 2.227E+01	 4.250E+01	-2.197E+01	-2.197E+01
  10.300	 2.848E+01	-1.784E-02	 1.704E-01	 3.128E+00	-7.268E-01	 6.357E+01	 1.489E+02	 0.000E+00	 1.366E-01	 3.021E-03	-3.868E-03	 4.576E-02	 5.952E-02	 7.305E-03	 4.319E+00	 1.763E+00	 1.882E+01	 2.273E+00	 2.796E+00	 2.017E+01	 4.247E+01	-2.233E+01	-2.233E+01
  10.320	 2.859E+01	-1.798E-02	 1.706E-01	 3.136E+00	-9.193E-01	 6.361E+01	 1.554E+02	 0.000E+00	 1.366E-01	-3.901E-04	-2.964E-03	 4.590E-02	 3.466E-02	 7.318E-03	 4.360E+00	 1.581E+00	 1.909E+01	 2.221E+00	 2.811E+00	 1.800E+01	 4.244E+01	-2.222E+01	-2.223E+01
  10.340	 2.878E+01	-1.812E-02	 1.699E-01	 3.149E+00	-1.115E+00	 6.341E+01	 1.620E+02	 0.000E+00	 1.365E-01	-1.518E-02	-2.453E-03	 4.605E-02	 1.369E-02	 7.223E-03	 4.373E+00	 1.395E+00	 1.953E+01	 2.121E+00	 2.852E+00	 1.578E+01	 4.242E+01	-2.167E+01	-2.167E+01
  10.360	 2.854E+01	-1.828E-02	 1.685E-01	 3.164E+00	-1.069E+00	 6.393E+01	 1.685E+02	 0.000E+00	 1.365E-01	-2.960E-02	-2.249E-03	 4.619E-02	 9.096E-03	 6.772E-03	 4.358E+00	 1.212E+00	 2.014E+01	 1.978E+00	 2.911E+00	 1.354E+01	 4.240E+01	-2.068E+01	-2.068E+01
  10.380	 2.859E+01	-1.848E-02	 1.664E-01	 3.171E+00	-1.326E+00	 6.391E+01	 1.750E+02	 0.000E+00	 1.364E-01	-3.734E-02	-1.808E-03	 4.632E-02	 2.498E-02	 6.123E-03	 4.382E+00	 1.028E+00	 2.098E+01	 1.749E+00	 3.003E+00	 1.127E+01	 4.243E+01	-1.971E+01	-1.971E+01
